urun_adi,kimin için,ne için
0.23 Karat Pırlanta Zümrüt Yüzük,baban,içimden geldi
Pırlanta Tria Küpe,çocuğun,geçmiş olsun
Pırlanta Baget Evlilik Alyans Kadın Modeli- 4MM,çocuğun,söz-nişan-düğün
Düz Mat Altın Pırlantalı Alyans Kadın Modeli- 4MM,kardeşin,söz-nişan-düğün
Pırlanta Evlilik Alyansı Altın Kadın Modeli Kelier- 4MM,annen,anneler günü
Klasik Düz Altın Alyans Erkek Modeli- 3MM,baban,geçmiş olsun
Klasik Bombeli Altın Alyans Erkek Modeli Renden- 4MM,çocuğun,geçmiş olsun
5.00 Karat Pırlanta Su Yolu Bileklik,eşin,söz-nişan-düğün
0.50 Karat Pırlanta 5 Taş Alyans,sevgilin,yıl dönümü
Pırlantalı Siyah Elmas Küpe,kardeşin,özür dilerim
Dorissa Üçrenkli Altın Yüzük,eşin,anneler günü
Mavi Topaz Markiz Altın Kolye,sevgilin,içimden geldi
14 Ayar Altın Şans Bilekliği Baltra,baban,geçmiş olsun
Kalpli Kar Tanesi Altın Kolye,iş arkadaşın,geçmiş olsun
Bebek Ayak İzi Altın Kolye,arkadaşın,doğum günü
Kelebek Altın Kolye,sevgilin,anneler günü
Sevgi Meleği Sitrin Altın Kolye Cebrail,arkadaşın,anneler günü
Kayra Sembolü Altın Kolye (Nsoromma),kardeşin,doğum günü
Altın Melek Kolye,iş arkadaşın,söz-nişan-düğün
Altın Kolye Sevgi Meleği Cebrail,kardeşin,yeni iş/terfi
Şifa Meleği Altın Kolye (İsrafil),eşin,yeni iş/terfi
Kalp Altın Kolye,sevgilin,içimden geldi
Yıldız Sembolü Altın Kolye,kardeşin,özür dilerim
14 Ayar Altın Yuvarlak Kolye,eşin,özür dilerim
Aşk Sembolü Altın Kolye (Osram ne Nsoromma),eşin,anneler günü
Bilgelik Meleği Ametist Altın Bileklik,arkadaşın,yıl dönümü
Pırlantalı 4 Element Sembol Bileklik,eşin,anneler günü
Pırlanta Çemberi Miracle Tektaş Küpe,iş arkadaşın,söz-nişan-düğün
Atatürk İmzalı Pırlanta Erkek Yüzük,baban,yeni iş/terfi
Pırlantalı İpli Bileklik Şifa Meleği İsrafil,eşin,içimden geldi
Pırlantalı Barış Meleği Mikail İpli Bileklik,kardeşin,içimden geldi
0.40 Karat Pırlanta Yarımtur Alyans,kardeşin,yıl dönümü
Kuzey Yıldızı Altın Kolye,iş arkadaşın,içimden geldi
Renk Değiştiren Zultanit Taşlı Pırlanta Yüzük,baban,söz-nişan-düğün
Altın Halhal,baban,yıl dönümü
Sarı Altın Piramit Desenli Modern Alyans Kadın Modeli- 4MM,baban,doğum günü
Uyanış Sembolü Altın Kolye (Dwennimmen),sevgilin,yeni iş/terfi
Safir Erkek Küpe (Tek Adet Fiyatıdır),arkadaşın,söz-nişan-düğün
Pırlanta Erkek Tektaş Küpe (Tek Adet Fiyatıdır),sevgilin,yıl dönümü
0.25 Karat Pırlanta Beştaş Yüzük,eşin,içimden geldi
3 mm İtalyan Gümüş Zincir,annen,anneler günü
Siyah Pırlantalı Erkek Bileklik,kardeşin,özür dilerim
Yıldız Altın Bileklik,çocuğun,özür dilerim
0.08 Karat Pırlanta Baget Fantezi Kolye,kardeşin,içimden geldi
0.30 Karat Zümrüt Tektaş Yüzük,eşin,içimden geldi
Fatma Eli Altın Kolye,annen,yıl dönümü
Evlilik Alyansı 5 Taş Pırlantalı Kadın Modeli- 3MM,arkadaşın,içimden geldi
Sakral Çakra (Svadhistana) Altın Kolye,eşin,özür dilerim
Siyah ve Beyaz Pırlantalı Yüzük,eşin,yıl dönümü
Rose Altın Kalp Pırlanta Taşlı Kolye,baban,özür dilerim
Pırlantalı Alın Çakrası (Ajna) Altın Kolye,çocuğun,geçmiş olsun
Siyah Pırlanta Kedi Kolye Altın Kitty,annen,geçmiş olsun
0.02 Karat Pırlanta Miracle Tektaş Küpe,baban,içimden geldi
Pırlanta Tria İnci Küpe,iş arkadaşın,söz-nişan-düğün
Pırlanta İnci Küpe Chimay,sevgilin,geçmiş olsun
Damla Elmas Küpe,arkadaşın,geçmiş olsun
0.22 Karat Zümrüt Pırlanta Küpe,arkadaşın,doğum günü
D Harfi Altın Kolye,sevgilin,özür dilerim
Pırlanta Lemniskat Haç Kolye,baban,içimden geldi
Sitrin Taşı Pırlanta Yüzük,sevgilin,içimden geldi
Pırlanta Altın / Gümüş Erkek Yüzük (Unisex),annen,özür dilerim
Pırlantalı Evlilik Alyans Kadın Modeli- 3MM,annen,geçmiş olsun
Piramit Motif Altın Evlilik Alyans Erkek Model- 4MM,çocuğun,özür dilerim
Klasik Düz Altın Alyans Kadın Modeli- 4MM,annen,yeni iş/terfi
Altın Evlilik Alyans Kadın Modeli Leitis- 3MM,annen,yeni iş/terfi
0.30 Karat Beştaş Pırlanta Yüzük,iş arkadaşın,özür dilerim
Klasik Bombeli Altın Alyans Erkek Modeli- 2MM,iş arkadaşın,yeni iş/terfi
0.05 Ct. Pırlanta Tektaş Gümüş Erkek Küpesi (Tek Adet Fiyatıdır),sevgilin,özür dilerim
Tektaş Pırlanta Miracle Erkek Küpesi (Tek Adet Fiyatıdır),kardeşin,içimden geldi
Fil Altın Kolye,eşin,yeni iş/terfi
Ağaç Sembolü Altın Kolye,annen,yıl dönümü
4 Element Sembolü Altın Kolye,iş arkadaşın,yeni iş/terfi
14 Ayar Altın Ayıcık Kolye,iş arkadaşın,içimden geldi
Siyah Pırlanta Halka Yüzük,kardeşin,yeni iş/terfi
Pırlanta Altın Şans Bileklik,çocuğun,yeni iş/terfi
Atatürk İmzalı Rozet,çocuğun,doğum günü
Kelt Sembolleri- Pırlanta Altın Sonsuz Aşk (Serch Bythol) Bileklik,baban,yıl dönümü
Bilge Sembolü Altın Kolye,baban,içimden geldi
Damla Mavi Topaz Altın Küpe,kardeşin,özür dilerim
Zultanit (Diaspore) Damla Kesim Pırlanta Yüzük,iş arkadaşın,doğum günü
Fil Charm Altın Kolye Ucu,çocuğun,anneler günü
Güneş Sembolü Charm Altın Kolye Ucu,çocuğun,doğum günü
Kelt Sembolleri- Nazar Kalkanı (Shield Knot) Altın Kolye,iş arkadaşın,özür dilerim
Pırlanta Miracle Su Yolu Gerdanlık,kardeşin,yıl dönümü
Sonsuz Aşk Sembol Altın Küpe (Serch Bythol),çocuğun,geçmiş olsun
Pırlantalı Damla Zümrüt Yüzük,sevgilin,doğum günü
0.12 Karat Pırlantalı Baget Kolye,eşin,özür dilerim
Balıksırtı 14 Ayar Altın Zincir Kolye,çocuğun,yeni iş/terfi
Mineli Altın Dünya Kolye Continent,baban,doğum günü
Beren Sembolü Altın Kolye (Nyame Dua),arkadaşın,söz-nişan-düğün
Zümrüt Altın Yüzük,kardeşin,özür dilerim
Pırlantalı Kök Çakra (Muladhara) Bileklik,annen,anneler günü
0.44 Karat Siyah Pırlanta Tamtur Alyans,kardeşin,geçmiş olsun
Siyah Pırlanta Erkek Küpe (Tek Adet Fiyatıdır),çocuğun,içimden geldi
Yaşam Çiçeği Altın Mineli Kolye,arkadaşın,özür dilerim
Diaspor (Zultanit) Taşlı Miracle Pırlanta Yüzük,çocuğun,özür dilerim
Sonsuz Yaşam Sembolü Pırlanta Kolye (Ankh),annen,özür dilerim
Pırlantalı Yıldız Kedi Kolye,çocuğun,anneler günü
Oval Kesim Zümrüt Altın Kolye,çocuğun,söz-nişan-düğün
Siyah Pırlanta Tektaş Küpe Brescia,kardeşin,söz-nişan-düğün
0.50 Karat Görünüm Miracle Pırlanta Küpe,annen,geçmiş olsun
0.10 Karat Pırlanta Tektaş Küpe,annen,geçmiş olsun
0.25 Karat Pırlanta Tektaş Altın Küpe,iş arkadaşın,geçmiş olsun
0.14 Karat Pırlanta Gümüş Erkek Küpesi (Tek Adet),sevgilin,doğum günü
Pırlanta Varlık Sembolü Küpe (Bese Saka) Adinkra,iş arkadaşın,içimden geldi
Mavi Topaz Tek Taş Altın Kolye,eşin,anneler günü
14 Ayar Beyaz Altın Alyans Erkek Model- 3MM,eşin,geçmiş olsun
Klasik Bombeli Altın Alyans Kadın Modeli- 2MM,sevgilin,anneler günü
Pırlantalı Altın-Gümüş Kayra Unisex Deri Bileklik,baban,yıl dönümü
Kar Tanesi Altın Kolye,sevgilin,yeni iş/terfi
14 Ayar Yonca Altın Kolye,sevgilin,içimden geldi
Kol Düğmesi Harf Pırlanta,çocuğun,özür dilerim
1.52 Karat Pırlanta 5 Taş Alyans,annen,yeni iş/terfi
Siyah Pırlantalı Halka Erkek Küpe (Tek Adet Fiyatıdır),annen,söz-nişan-düğün
Pırlanta Fantezi Baget Kolye Faenza,annen,içimden geldi
Ametist Taşlı Charm Altın Kolye Ucu,kardeşin,özür dilerim
Yunus Charm Altın Kolye Ucu,kardeşin,özür dilerim
Kayra Sembolü Altın Kolye Ucu Charm,iş arkadaşın,söz-nişan-düğün
Sonsuz Yaşam Sembolü Charm Altın Kolye Ucu,çocuğun,özür dilerim
Yıldız Charm Altın Kolye Ucu,sevgilin,yeni iş/terfi
Altın Değişim Sembolü Boomerang İtalyan Kolye (Sesa Wo Suban),iş arkadaşın,söz-nişan-düğün
Yakut Altın Yüzük,kardeşin,içimden geldi
Aşk Sembolü Altın Bileklik (Osram ne Nsoromma),annen,özür dilerim
Siyah Pırlanta Tektaş Kolye Brescia,eşin,söz-nişan-düğün
0.15 Karat Pırlanta Tektaş Kolye Küpe,kardeşin,söz-nişan-düğün
Pırlantalı Kök Çakra (Muladhara) Altın Kolye,eşin,içimden geldi
14 Ayar Altın Bombeli Altın Alyans Kadın Modeli- 2MM,çocuğun,yeni iş/terfi
Pırlanta Nazar Sembolü Altın Bileklik,annen,söz-nişan-düğün
0.30 Karat Pırlanta Yaprak Tamtur Yüzük,iş arkadaşın,özür dilerim
14 Ayar Altın Şans Bilekliği,baban,yıl dönümü
Pırlanta Ay Yıldız Rozet,eşin,anneler günü
Bombeli Klasik Altın Evlilik Alyans Kadın Modeli- 3MM,annen,doğum günü
Miracle Pırlanta Su Yolu Bileklik,eşin,anneler günü
Yıldız Sallantılı Altın Küpe,baban,özür dilerim
0.06 Karat Pırlanta Yarımtur Alyans,sevgilin,yeni iş/terfi
Kök Çakra Altın Kolye,annen,doğum günü
Pırlanta Miracle Tektaş Kolye,arkadaşın,söz-nişan-düğün
0.50 Karat G Renk Pırlanta Tektaş Kolye,annen,doğum günü
14 Ayar Beyaz Altın Alyans Kadın Model- 3MM,kardeşin,doğum günü
0.30 Karat Safir Altın Erkek Küpesi (Tek Adet Fiyatı),kardeşin,geçmiş olsun
0.02 Karat Pırlanta Erkek Küpesi (Tek Adet),eşin,yeni iş/terfi
Melek Charm Altın Kolye Ucu,sevgilin,özür dilerim
Sonsuz Aşk Sembol Altın Kolye (Serch Bythol),iş arkadaşın,doğum günü
0.50 Karat Siyah Pırlanta Erkek Küpesi (Tek Adet Fiyatıdır),eşin,yeni iş/terfi
Pırlanta Tektaş Erkek Miracle Küpe (Tek Adet),annen,geçmiş olsun
Pırlanta Erkek Küpe (Tek Adet Fiyatıdır),baban,içimden geldi
Yakut Charm Altın Kolye Ucu,baban,söz-nişan-düğün
3 Mm Italyan Model Zarif Zincir Bileklik,eşin,anneler günü
Yıldız Sembolü Charm Altın Kolye Ucu,iş arkadaşın,içimden geldi
Venüs Gezegen Altın Kolye,iş arkadaşın,doğum günü
0.40 Karat Görünüm Pırlanta Beştaş Yüzük,çocuğun,yeni iş/terfi
Varlık Sembolü Altın Bileklik (Besa Saka),arkadaşın,söz-nişan-düğün
0.46 Karat Siyah Pırlanta Tamtur Alyans,baban,içimden geldi
Pırlantalı Atatürk İmzalı Gümüş Kolye,annen,yeni iş/terfi
Bombeli Pırlantalı Alyans Kadın Modeli- 4MM,kardeşin,doğum günü
Klasik Bombeli Altın Alyans 8 Ayar Erkek Modeli- 2MM,baban,söz-nişan-düğün
Ametist Taşlı Kuş Altın Kolye,arkadaşın,doğum günü
Pırlantalı 7 Çakra Bileklik Yaşam Enerjiniz Yenilensin,baban,geçmiş olsun
Klasik Bombeli Gümüş Alyans Kadın Modeli- 3MM,iş arkadaşın,doğum günü
Sakral Çakra (Svadhıstana) Altın Bileklik,sevgilin,anneler günü
Dorika 3 Sıra Altın Bileklik,arkadaşın,doğum günü
Altın Yonca Kolye,eşin,yeni iş/terfi
Altın Boomerang Yıldız İtalyan Kolye,iş arkadaşın,geçmiş olsun
0.70 Karat Tektaş G Renk Pırlanta Kolye,baban,söz-nişan-düğün
İtalyan Model Dorika Toplu Altın Bileklik,iş arkadaşın,söz-nişan-düğün
Sonsuzluk Temalı Dorika Altın Bileklik,çocuğun,geçmiş olsun
Klasik Bombeli Altın Alyans 8 Ayar Kadın Modeli- 2MM,sevgilin,özür dilerim
Çift Sıra Dorika Toplu Altın Bileklik,annen,söz-nişan-düğün
Sonsuz Yaşam Sembolü Altın Kolye (Ankh),annen,yıl dönümü
14 Ayar Altın İtalyan Zincir Kolye,annen,geçmiş olsun
Kök Çakra Altın Bileklik,kardeşin,yeni iş/terfi
14 Ayar Altın İtalyan Zincir Bileklik,çocuğun,geçmiş olsun
Damla Mavi Topaz Gümüş Kolye,annen,içimden geldi
Pırlanta Miracle Suyolu Gerdanlık,sevgilin,anneler günü
2.00 Karat Pırlanta Su Yolu Gerdanlık,baban,içimden geldi
14 Ayar Altın İtalyan Tasarım Dorissa Bileklik,çocuğun,içimden geldi
Zultanit Pırlanta Küpe,baban,doğum günü
Pırlantalı Kedi Gümüş Kolye,baban,yıl dönümü
Klasik Bombeli Gümüş Alyans Erkek Modeli- 3 MM,çocuğun,söz-nişan-düğün
Gümüş Yaşam Çiçeği Pırlanta Kolye,eşin,geçmiş olsun
Pırlanta Zultanit Küpe,eşin,anneler günü
Pırlantalı Alın Çakrası (Ajna) Altın Bileklik,çocuğun,yeni iş/terfi
Pırlantalı Göbek Çakrası (Manipura-Solar Pleksus) Altın Bileklik,iş arkadaşın,söz-nişan-düğün
Pırlantalı Boğaz Çakrası Altın Bileklik,sevgilin,yeni iş/terfi
Pırlantalı Sakral Çakra (Svadhistana) Altın Bileklik,kardeşin,geçmiş olsun
Altın Evlilik Alyans Erkek Modeli BetLip- 5MM,annen,geçmiş olsun
Altın Evlilik Alyans Kadın Modeli BetLip- 5MM,çocuğun,söz-nişan-düğün
Sitrin Yaşam Çiçeği Altın Kolye,iş arkadaşın,özür dilerim
Pırlanta Effect Fantezi Yüzük Ragusa,arkadaşın,geçmiş olsun
Pırlantalı Kalp Çakrası (Anahata) Altın Bileklik,iş arkadaşın,söz-nişan-düğün
Pırlanta Altın Kaplama Esma-ül Hüsna Kolye (Özel Yazı Yazılabilir),kardeşin,yıl dönümü
Kuru Kafa Pırlantalı Gümüş Bileklik,iş arkadaşın,özür dilerim
Pırlanta Ay Yıldız Bileklik,sevgilin,içimden geldi
Pırlanta Zultanit Küpe Tienen,çocuğun,geçmiş olsun
Pırlanta Sonsuzluk Yüzük,çocuğun,anneler günü
Pırlanta Kolye Kar Tanesi İnci,annen,doğum günü
Pırlantalı Ana Kucağı Anne Bebek Kolye,iş arkadaşın,geçmiş olsun
Pırlantalı Altın Gümüş Kolye,sevgilin,doğum günü
Huzur Meleği Azrail Gümüş Bileklik,baban,yıl dönümü
Pırlantalı Huzur Meleği Azrail Gümüş Yüzük,çocuğun,doğum günü
Pırlanta Gümüş Bereket Meleği Ariel Yüzük,çocuğun,özür dilerim
0.16 Karat Damla Kesim Elmas Yüzük,çocuğun,söz-nişan-düğün
Pırlanta Fatma Ana Eli Gümüş Küpe,arkadaşın,özür dilerim
Gülen Yüz Pırlanta Gümüş Bilezik,arkadaşın,içimden geldi
Pırlanta Gümüş Güç Meleği Sandalfon Yüzük,baban,içimden geldi
Siyah Pırlanta Kelepçe Bileklik,arkadaşın,doğum günü
Pırlanta Ben Seninle Varım Kolye,iş arkadaşın,anneler günü
Pırlanta Miracle Tria Kolye,baban,içimden geldi
Pırlanta Melek Kolye,sevgilin,söz-nişan-düğün
Anne Çocuk Sonsuz Sevgi Altın Kolye,çocuğun,doğum günü
Anne ve Çocuk Ametist Gümüş Kolye,baban,yeni iş/terfi
0.18 Karat Damla Kesim Elmas Küpe,annen,özür dilerim
0.20 Karat Damla Kesim Elmas Kolye,iş arkadaşın,anneler günü
Pırlanta Gümüş Bilgelik Meleği Zadkiel Küpe,eşin,anneler günü
Pırlanta Gümüş Bereket Meleği Ariel Küpe,sevgilin,özür dilerim
Gümüş Güç Meleği Sandalfon Pırlanta Küpe,çocuğun,doğum günü
4 Element- Pırlantalı Hava Sembolü Kolye,çocuğun,söz-nişan-düğün
4 Element-Pırlantalı Toprak Sembolü Kolye,baban,yeni iş/terfi
Pırlanta Oval Kesim Zümrüt Kolye,iş arkadaşın,geçmiş olsun
Pırlanta Armoni (Manji) Sembolü Yüzük Adinkra,annen,söz-nişan-düğün
Pırlanta Gümüş Huzur Meleği Azrail Küpe,baban,içimden geldi
Pırlanta Sitrin Gümüş Kolye,annen,anneler günü
Siyah Pırlanta Halka Kolye,sevgilin,anneler günü
Pırlanta Kar Tanesi Melek Kolye,çocuğun,doğum günü
Bilgelik Meleği Zadkiel Pırlanta Bileklik,annen,yeni iş/terfi
18 Dilde Seni Seviyorum Yazılı Gümüş Bileklik,iş arkadaşın,doğum günü
Zümrüt Elmas Yüzük,eşin,özür dilerim
Pırlanta İsrafil Melek Bileklik,kardeşin,geçmiş olsun
Bereket Meleği Ariel Gümüş Bileklik,annen,geçmiş olsun
Pırlanta Yakut Kelebek Kalp Kolye,annen,içimden geldi
Sonsuzluk Elmas Kolye,annen,anneler günü
Elmas Sonsuzluk Kolye,annen,anneler günü
Elmas Akşam Güneşi Kolye,arkadaşın,geçmiş olsun
Pırlanta Gülen Yüz Bilezik,arkadaşın,geçmiş olsun
Ametist Taşlı Habbe Altın Kolye,sevgilin,özür dilerim
Pırlanta Anne Çocuk Sonsuz Sevgi Kolye,eşin,anneler günü
Pırlanta Anne Çocuk Sevgisi Altın Kolye,annen,doğum günü
Pırlanta Bitmeyen Sevgi Kolye,arkadaşın,doğum günü
Pırlanta Renkli Taşlı Küpe,annen,doğum günü
Pırlanta Adinkra Kayra Sembolü,eşin,doğum günü
Pırlanta Kanatlı Kalp Kolye,eşin,yeni iş/terfi
Pırlanta Yılan Kalp Kolye,eşin,yıl dönümü
Pırlanta inci Yüzük,çocuğun,yeni iş/terfi
Elmas Sonsuzluk Bileklik,arkadaşın,içimden geldi
Baget Pırlantalı Fantezi Elmas Yüzük,çocuğun,yeni iş/terfi
0.51 Karat Elmas Gül Küpe,çocuğun,geçmiş olsun
0.48 Karat Elmas Yüzük,baban,geçmiş olsun
Elmas Varlık Sembolü Adinkra Küpe (Bese Saka),iş arkadaşın,anneler günü
Pırlanta Anne & Çocuk Kolye,kardeşin,yıl dönümü
Pırlanta Anne ve Çocuk Kolye,annen,doğum günü
4 Element- Pırlantalı Ateş Sembolü Kolye,eşin,söz-nişan-düğün
Adinkra Değişim Sembolü (Sesa Wo Suban) Pırlantalı Kolye,annen,yeni iş/terfi
Pırlanta Haç Gümüş Kolye,iş arkadaşın,özür dilerim
Pırlanta Anne Çocuk Kalp Sedef Kolye,kardeşin,yıl dönümü
Pırlantalı Anne Bebek Kolye,kardeşin,içimden geldi
Elmas Kolye Nazenin,arkadaşın,yıl dönümü
0.24 Karat Elmas Altın Kolye,sevgilin,yeni iş/terfi
Kelebek Pırlanta Gümüş Bilezik,annen,geçmiş olsun
Güç Meleği Sandalfon Pırlanta Bileklik,baban,söz-nişan-düğün
Pırlantalı Altın Kolye Bağlılık (Akoma) Sembolü Adinkra,sevgilin,söz-nişan-düğün
Pırlanta Kalbimin Yıldızı Yüzük,kardeşin,içimden geldi
Elmas Miracle Kolye,çocuğun,yeni iş/terfi
0.70 Karat Elmas Küpe,eşin,özür dilerim
0.31 Karat Elmas Gül Yüzük,baban,söz-nişan-düğün
Elmas Yüzük,çocuğun,içimden geldi
Pırlanta Şapka-Bıyık Genç Tasarım Bilezik,sevgilin,özür dilerim
Elmas Markiz Tasarım Baget Yüzük,annen,içimden geldi
0.18 Karat Markiz Elmas Küpe,baban,doğum günü
0.16 Karat Elmas Kolye Carlisle,kardeşin,doğum günü
0.17 Karat Markiz Elmas Yüzük,çocuğun,özür dilerim
Kayra Sembolü Elmas Yüzük,arkadaşın,geçmiş olsun
0.14 Karat Gül Elmas Kolye,eşin,yıl dönümü
0.14 Karat Tektaş Elmas Küpe,baban,yeni iş/terfi
0.35 Karat Elmas Küpe,sevgilin,geçmiş olsun
0.29 Karat Elmas Küpe,eşin,doğum günü
0.45 Karat Elmas Küpe,sevgilin,yıl dönümü
Pırlanta Kalpli ve Anne Çocuk Kolye,annen,özür dilerim
Pırlantalı Trinity Sembolü Adinkra Kolye,çocuğun,doğum günü
Pırlantalı Adinkra Enerji Sembolü (Sankofa) Kolye,sevgilin,geçmiş olsun
Pırlanta Kolye Adinkra Umut Sembolü,arkadaşın,yıl dönümü
Türkiye Harita Gümüş Kolye,iş arkadaşın,anneler günü
Alın Çakrası Gümüş Kolye,eşin,doğum günü
Pırlanta Damla Ametist Kolye,arkadaşın,içimden geldi
Pırlanta Firuze Kolye,baban,yeni iş/terfi
Pırlanta Beş Uğur Kolyesi,baban,yıl dönümü
Pırlanta Kalpli Anne ve Bebek Kolye,çocuğun,özür dilerim
Pırlanta Fantezi Effect Kolye,arkadaşın,yıl dönümü
Damla Zümrüt Elmas Altın Kolye,arkadaşın,içimden geldi
Elmas Akşam Güneşi Yüzük,baban,özür dilerim
Pırlanta Annem Şans Meleğim Kolye,çocuğun,yeni iş/terfi
Elmas Damla Kolye,sevgilin,yeni iş/terfi
4 Element Pırlanta Gümüş Kolye,eşin,yeni iş/terfi
Pırlanta Elmas Baget Yüzük,sevgilin,doğum günü
Üçgen Kesim Pırlanta Zultanit Taşlı Kolye,çocuğun,geçmiş olsun
0.18 Karat Elmas Yüzük Carlisle,çocuğun,özür dilerim
0.28 Karat Elmas Küpe Carlisle,iş arkadaşın,anneler günü
0.26 Karat Elmas Gül Kolye,arkadaşın,özür dilerim
Elmas Gül Kolye,arkadaşın,söz-nişan-düğün
0.23 Karat Elmas Gül Yüzük,baban,yeni iş/terfi
Pırlanta Kalp Kolye,iş arkadaşın,içimden geldi
Markiz Model Miracle Yüzük,baban,söz-nişan-düğün
1.19 Karat Elmas Zümrüt Yüzük,çocuğun,içimden geldi
0.13 Karat Elmas Yüzük,eşin,özür dilerim
0.46 Karat Elmas Yüzük,eşin,anneler günü
0.11 Karat Tektaş Miracle Elmas Küpe,annen,içimden geldi
1.39 Karat Elmas Küpe,arkadaşın,söz-nişan-düğün
0.62 Karat Elmas Küpe,baban,yeni iş/terfi
1.65 Karat Elmas Yakut Küpe,arkadaşın,doğum günü
1.04 Karat Elmas Damla Zümrüt Küpe,çocuğun,söz-nişan-düğün
Elmas Damla Zümrüt Küpe,baban,geçmiş olsun
1.01 Karat Elmas Damla Zümrüt Küpe,annen,içimden geldi
Elmas Kelepçe Yakut Bileklik,iş arkadaşın,geçmiş olsun
Pırlanta Sevgi Çiçeğim Kolye,iş arkadaşın,içimden geldi
Pırlanta Anne Çocuk Küpe,baban,yeni iş/terfi
Elmas Anne Çocuk Sevgi Kolye,baban,yeni iş/terfi
Adinkra Nazar Sembolü (Fofo) Pırlanta Kolye,arkadaşın,özür dilerim
Pırlanta İnci Gümüş Kolye,eşin,anneler günü
Pırlanta Gümüş Güç Meleği Sandalfon Kolye,kardeşin,yıl dönümü
Pırlanta Turkuaz Anne ve Çocuk Kolye,sevgilin,doğum günü
Pırlanta Bezeli Kalp Kolye,arkadaşın,söz-nişan-düğün
Anne ve Çocuk Fancy Color Kolye,kardeşin,doğum günü
Pırlanta Anne Çocuk Sonsuzluk Kolyesi,baban,yıl dönümü
Pırlanta Sedef Anne Çocuk Kolye,annen,içimden geldi
Pırlantalı Aşkın Ritmi Kalp Kolye,arkadaşın,yıl dönümü
Başarı Meleği Jehudiel Altın Melek Kolye,sevgilin,anneler günü
Pırlanta Bereket Meleği Ariel Kolye,eşin,anneler günü
Elmas Lale Kolye,arkadaşın,yeni iş/terfi
Elmas 5 Taş Miracle Alyans,sevgilin,anneler günü
Anne & Çocuk Altın Kolye,iş arkadaşın,yeni iş/terfi
Damla Zümrütlü Elmas Yüzük,arkadaşın,içimden geldi
Elmas 5 Taş Alyans,annen,söz-nişan-düğün
Pırlanta Kalpli Gümüş Yüzük,kardeşin,geçmiş olsun
Pırlanta Kurukafa Yüzük,annen,yıl dönümü
